lat,long,height,day,month,year,hour,minute,second,millis,pdop,speed_kmh,ori_x,ori_y,ori_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,lin_x,lin_y,lin_z,grav_x,grav_y,grav_z,temp,cal_sys,cal_gyro,cal_accel,cal_mag
47.957893,-1.488417,101.80,24,5,2025,15,29,0,200,1.1,0.06,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.69,2.39,9.83,1.56,-9.19,5.56,0.01,-0.11,0.38,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488422,77.70,24,5,2025,15,29,0,300,1.1,0.06,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.81,2.59,9.74,1.88,-9.88,4.75,-0.09,0.06,0.07,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488423,77.80,24,5,2025,15,29,0,400,1.1,0.02,0.00,-4.12,-14.88,0.00,-0.00,0.00,-0.65,2.34,9.21,1.56,-9.56,6.38,0.05,-0.16,-0.23,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488425,77.80,24,5,2025,15,29,0,500,1.1,0.02,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.66,2.43,9.79,1.56,-9.56,5.06,0.04,-0.08,0.34,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,78.50,24,5,2025,15,29,0,700,1.1,0.02,0.00,-4.12,-14.88,-0.01,-0.00,0.00,-0.67,2.49,9.68,3.00,-9.56,5.06,-0.01,-0.11,0.30,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488428,79.10,24,5,2025,15,29,0,800,1.1,0.04,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.80,2.56,9.53,1.56,-10.69,5.56,-0.08,0.04,0.08,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488428,79.10,24,5,2025,15,29,0,900,1.1,0.06,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.68,2.49,9.47,1.88,-9.88,5.06,0.03,-0.02,0.02,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488427,80.40,24,5,2025,15,29,1,100,1.1,0.06,0.00,-4.12,-14.88,0.01,-0.00,0.00,-0.69,2.47,9.46,2.25,-10.25,5.88,0.06,-0.08,0.34,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,80.40,24,5,2025,15,29,1,300,1.1,0.09,0.00,-4.12,-14.88,0.00,0.00,-0.00,-0.85,2.63,9.82,1.56,-10.25,5.56,-0.14,0.11,0.37,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,81.40,24,5,2025,15,29,1,400,1.1,0.09,0.00,-4.12,-14.88,-0.00,0.00,-0.00,-0.83,2.61,9.86,3.00,-9.19,5.06,-0.05,0.03,0.03,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488428,82.50,24,5,2025,15,29,1,500,1.5,0.06,0.00,-4.12,-14.88,0.00,-0.00,0.00,-0.79,2.61,9.63,2.25,-9.88,5.06,0.05,-0.02,0.08,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488428,82.50,24,5,2025,15,29,1,600,1.1,0.04,0.00,-4.12,-14.88,-0.01,0.00,-0.00,-0.67,2.42,9.81,1.88,-10.25,5.88,0.03,-0.09,0.36,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,82.50,24,5,2025,15,29,1,700,1.1,0.09,0.00,-4.12,-14.88,-0.01,-0.00,-0.00,-0.85,2.66,9.86,1.19,-9.56,6.38,-0.14,0.14,0.40,-0.71,2.51,9.45,31,0,3,1,0
47.957901,-1.488425,84.90,24,5,2025,15,29,1,800,1.1,0.09,0.00,-4.12,-14.88,-0.00,-0.00,-0.00,-0.85,2.62,9.91,0.88,-9.88,5.06,-0.01,0.03,-0.10,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488420,85.00,24,5,2025,15,29,2,100,1.5,0.09,0.00,-4.12,-14.88,-0.01,0.00,-0.00,-0.67,2.41,9.82,1.88,-10.25,5.06,0.04,-0.10,0.37,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488420,85.50,24,5,2025,15,29,2,200,1.1,0.07,0.00,-4.12,-14.88,-0.01,0.00,-0.00,-0.85,2.63,9.74,2.69,-9.88,6.75,-0.14,0.11,0.29,-0.71,2.51,9.45,31,0,3,1,0
47.957901,-1.488422,85.50,24,5,2025,15,29,2,300,1.1,0.07,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.85,2.64,9.82,3.00,-9.56,6.75,0.05,-0.04,-0.24,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488422,85.20,24,5,2025,15,29,2,400,1.1,0.07,0.00,-4.12,-14.88,0.01,0.00,-0.00,-0.66,2.46,9.61,3.00,-9.19,7.56,0.04,-0.05,0.16,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488425,84.40,24,5,2025,15,29,2,500,1.5,0.09,0.00,-4.12,-14.88,-0.01,0.00,0.00,-0.70,2.51,9.60,2.69,-9.19,6.75,-0.02,-0.10,0.41,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488428,84.40,24,5,2025,15,29,2,700,1.1,0.09,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.76,2.55,9.80,3.00,-10.25,7.56,-0.09,0.06,0.15,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488430,82.60,24,5,2025,15,29,2,800,1.1,0.09,0.00,-4.12,-14.88,0.00,0.00,-0.00,-0.68,2.43,9.27,1.88,-8.75,8.00,0.03,-0.08,-0.18,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488430,82.50,24,5,2025,15,29,2,900,1.1,0.07,0.00,-4.12,-14.88,0.01,-0.00,0.00,-0.61,2.51,9.75,2.25,-8.38,8.00,0.09,0.00,0.30,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,81.70,24,5,2025,15,29,3,100,1.1,0.07,0.00,-4.12,-14.88,-0.01,-0.00,0.00,-0.69,2.55,9.60,2.69,-9.19,8.38,0.00,-0.13,0.47,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488420,81.70,24,5,2025,15,29,3,300,1.1,0.06,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.72,2.52,9.79,2.69,-9.19,7.56,-0.12,0.12,0.31,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488417,81.10,24,5,2025,15,29,3,400,1.1,0.06,0.00,-4.12,-14.88,0.00,0.00,-0.00,-0.84,2.66,9.87,3.00,-9.19,7.19,0.01,-0.05,0.05,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488417,81.40,24,5,2025,15,29,3,500,1.1,0.02,0.00,-4.12,-14.88,0.01,0.00,-0.00,-0.68,2.36,9.41,2.69,-8.75,7.56,0.02,-0.14,-0.03,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488418,81.40,24,5,2025,15,29,3,600,1.1,0.02,0.00,-4.12,-14.88,-0.01,-0.00,0.00,-0.82,2.65,9.79,2.25,-8.38,7.19,-0.11,0.13,0.34,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488417,81.40,24,5,2025,15,29,3,700,1.1,0.07,0.00,-4.12,-14.88,0.00,-0.00,0.00,-0.80,2.63,9.78,2.69,-8.38,8.00,-0.07,0.07,0.13,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488413,78.70,24,5,2025,15,29,3,800,1.1,0.07,0.00,-4.12,-14.88,0.00,0.00,-0.00,-0.85,2.63,9.68,1.88,-9.19,7.19,0.00,-0.08,0.10,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488402,77.70,24,5,2025,15,29,4,100,1.1,0.07,0.00,-4.12,-14.88,-0.01,0.00,0.00,-0.69,2.45,9.80,2.25,-8.75,8.38,0.02,-0.06,0.35,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488402,77.20,24,5,2025,15,29,4,200,1.1,0.09,0.00,-4.12,-14.88,-0.00,0.00,-0.00,-0.80,2.63,9.78,3.00,-9.19,6.75,-0.09,0.11,0.33,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488402,77.20,24,5,2025,15,29,4,300,1.1,0.07,0.00,-4.12,-14.88,0.01,-0.00,-0.00,-0.80,2.59,9.57,2.69,-8.38,7.56,-0.09,0.07,0.12,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488403,76.90,24,5,2025,15,29,4,400,1.1,0.07,0.00,-4.12,-14.88,-0.01,-0.01,0.00,-0.67,2.46,9.49,3.00,-8.75,6.75,0.04,-0.11,0.29,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488410,77.00,24,5,2025,15,29,4,500,1.1,0.04,0.00,-4.12,-14.88,-0.01,-0.00,-0.00,-0.64,2.42,9.74,2.25,-8.75,7.56,0.06,-0.09,0.29,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488408,77.00,24,5,2025,15,29,4,700,1.1,0.02,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.84,2.67,9.80,1.88,-7.00,6.75,-0.03,0.04,-0.13,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488410,76.50,24,5,2025,15,29,4,800,1.1,0.02,0.00,-4.12,-14.88,0.01,0.00,0.00,-0.80,2.59,9.53,2.25,-7.69,8.00,0.03,0.00,0.09,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488413,76.90,24,5,2025,15,29,4,900,1.1,0.04,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.69,2.47,9.49,1.56,-8.75,8.75,0.05,-0.10,0.40,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488418,76.90,24,5,2025,15,29,5,100,1.1,0.09,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.74,2.49,9.77,2.25,-8.06,7.19,-0.13,0.09,0.34,-0.71,2.51,9.45,31,0,3,1,0
47.957878,-1.488422,77.00,24,5,2025,15,29,5,200,1.1,0.09,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.83,2.66,9.85,2.25,-7.69,8.38,-0.03,-0.01,-0.09,-0.71,2.51,9.45,31,0,3,1,0
47.957878,-1.488422,77.50,24,5,2025,15,29,5,300,1.1,0.11,0.00,-4.12,-14.88,0.01,0.00,0.00,-0.67,2.47,9.52,2.69,-8.75,7.19,0.04,-0.04,0.06,-0.71,2.51,9.45,31,0,3,1,0
47.957878,-1.488423,78.00,24,5,2025,15,29,5,500,1.1,0.11,0.00,-4.12,-14.88,-0.00,0.00,-0.00,-0.67,2.55,9.54,2.25,-8.06,8.38,0.03,-0.11,0.40,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488428,78.00,24,5,2025,15,29,5,700,1.1,0.04,0.00,-4.12,-14.88,-0.01,-0.00,-0.00,-0.84,2.61,9.79,3.00,-8.75,7.56,-0.13,0.09,0.34,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488433,79.20,24,5,2025,15,29,5,800,1.1,0.04,0.00,-4.12,-14.88,0.00,-0.00,-0.00,-0.85,2.63,9.85,2.25,-9.19,7.56,0.05,-0.13,-0.02,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488433,79.80,24,5,2025,15,29,5,900,1.1,0.02,0.00,-4.12,-14.88,0.01,-0.00,0.00,-0.62,2.32,9.24,2.69,-8.38,7.56,0.04,-0.03,0.13,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488423,79.80,24,5,2025,15,29,6,0,1.1,0.04,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.79,2.57,9.81,2.69,-8.38,6.75,-0.08,0.05,0.36,-0.71,2.51,9.45,31,0,3,1,0
47.957886,-1.488423,79.80,24,5,2025,15,29,6,100,1.1,0.06,0.00,-4.12,-14.88,-0.01,0.00,-0.00,-0.74,2.49,9.81,1.88,-8.06,8.00,-0.14,0.11,0.31,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488422,81.70,24,5,2025,15,29,6,200,1.1,0.06,0.00,-4.12,-14.88,0.00,-0.00,0.00,-0.86,2.65,9.79,1.56,-7.69,7.56,0.02,-0.14,-0.06,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,82.20,24,5,2025,15,29,6,500,1.1,0.06,0.00,-4.12,-14.88,-0.00,-0.00,0.00,-0.59,2.51,9.69,2.25,-8.38,6.75,0.11,0.00,0.24,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,82.60,24,5,2025,15,29,6,600,1.1,0.02,0.00,-4.12,-14.88,-0.01,0.00,0.00,-0.81,2.62,9.82,3.38,-9.19,7.19,-0.10,0.10,0.37,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488427,82.60,24,5,2025,15,29,6,700,1.1,0.09,0.00,-4.12,-14.88,0.01,-0.00,0.00,-0.83,2.62,9.67,2.25,-8.38,8.00,-0.12,0.10,0.22,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488422,83.90,24,5,2025,15,29,6,800,1.1,0.09,0.00,-4.12,-14.88,-0.00,-0.00,-0.00,-0.69,2.42,9.44,2.25,-7.69,8.00,0.06,-0.01,0.31,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488420,83.90,24,5,2025,15,29,6,900,1.5,0.02,0.00,-4.12,-14.88,-0.00,0.00,-0.00,-0.67,2.54,9.60,2.69,-8.38,8.38,-0.12,0.08,0.36,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488418,83.90,24,5,2025,15,29,7,100,1.1,0.04,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.78,2.58,9.81,2.25,-8.38,6.75,-0.08,0.11,0.18,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488413,85.20,24,5,2025,15,29,7,200,1.1,0.04,0.00,-4.12,-14.88,0.01,0.00,-0.00,-0.83,2.63,9.71,2.25,-8.06,6.75,-0.12,0.11,0.26,-0.71,2.51,9.45,31,0,3,1,0
47.957901,-1.488415,86.40,24,5,2025,15,29,7,300,1.1,0.06,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.66,2.48,9.75,3.00,-8.38,8.00,0.04,-0.03,0.30,-0.71,2.51,9.45,31,0,3,1,0
47.957901,-1.488412,86.40,24,5,2025,15,29,7,500,1.1,0.07,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.69,2.36,9.76,2.69,-8.75,8.00,-0.14,0.10,0.36,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488410,87.20,24,5,2025,15,29,7,600,1.1,0.07,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.80,2.59,9.82,2.25,-9.19,6.38,-0.08,0.11,0.14,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488408,86.50,24,5,2025,15,29,7,700,1.1,0.04,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.65,2.45,9.51,1.88,-8.38,8.38,0.05,-0.06,0.05,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488407,84.20,24,5,2025,15,29,7,900,1.1,0.04,0.00,-4.12,-14.88,-0.00,-0.00,0.00,-0.67,2.43,9.47,2.25,-8.06,7.19,0.06,-0.10,0.29,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488410,84.20,24,5,2025,15,29,8,100,1.1,0.04,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.83,2.66,9.81,1.88,-7.69,7.19,-0.12,0.14,0.36,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488403,81.90,24,5,2025,15,29,8,200,1.1,0.04,0.00,-4.12,-14.88,0.00,-0.00,0.00,-0.62,2.36,9.41,3.38,-8.75,6.75,0.08,-0.15,-0.03,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488402,81.70,24,5,2025,15,29,8,300,1.1,0.07,0.00,-4.12,-14.88,0.00,0.00,-0.00,-0.66,2.44,9.45,3.00,-9.19,8.00,0.04,-0.07,0.00,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488400,81.70,24,5,2025,15,29,8,400,1.1,0.06,0.00,-4.12,-14.88,0.00,0.00,0.00,-0.71,2.41,9.78,1.56,-8.38,7.56,0.00,-0.10,0.33,-0.71,2.51,9.45,31,0,3,1,0
47.957893,-1.488400,81.70,24,5,2025,15,29,8,500,1.1,0.04,0.00,-4.12,-14.88,-0.00,0.00,0.00,-0.85,2.66,9.83,3.00,-9.56,8.00,-0.14,0.14,0.38,-0.71,2.51,9.45,31,0,3,1,0
